identificador,aviso,fecha_envio,entidad,valor
CO1.PCCNTR.9907727,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,4600000.0
CO1.PCCNTR.9925879,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,15000000.0
CO1.PCCNTR.9859917,relacionado,2026-09-12 19:44:29,MUNICIPIO DE VITERBO,20000000.0
CO1.PCCNTR.9915867,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.PCCNTR.9925307,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,7200000.0
CO1.PCCNTR.9833281,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,8000000.0
CO1.PCCNTR.9855394,relacionado,2026-09-12 19:44:29,MINISTERIO DE EDUCACION NACIONAL (MEN),17927978.0
CO1.PCCNTR.9870136,relacionado,2026-09-12 19:44:29,MINISTERIO DE EDUCACION NACIONAL (MEN),17927978.0
CO1.REQ.10959217,relacionado,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,4000000000.0
CO1.REQ.10927844,relacionado,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,7894000.0
CO1.REQ.10866166,relacionado,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,3759980000.0
CO1.REQ.10955679,relacionado,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,4000000000.0
CO1.REQ.10997971,relacionado,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL- UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE BIENES Y SERVICIOS - CALI,700000000.0
CO1.REQ.10890584,relacionado,2026-09-12 19:44:29,MUNICIPIO DE SEVILLA,400000000.0
CO1.REQ.11022157,relacionado,2026-09-12 19:44:29,EMPRESAS MUNICIPALES DE TULUA E.S.P.,140000000.0
CO1.REQ.10866913,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,25000000.0
CO1.REQ.10909803,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,40000000.0
CO1.REQ.10959523,relacionado,2026-09-12 19:44:29,INSTITUCION EDUCATIVA SAN VICENTE.,8980000.0
CO1.REQ.10909155,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,3300000.0
CO1.REQ.10997418,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE YOTOCO,120000000.0
CO1.REQ.10889032,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,13968300.0
CO1.REQ.10976577,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10945983,relacionado,2026-09-12 19:44:29,ALCALDIA DE CAICEDONIA,20000000.0
CO1.REQ.10889517,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,15000000.0
CO1.REQ.10979021,relacionado,2026-09-12 19:44:29,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ,1400000000.0
CO1.REQ.10944186,relacionado,2026-09-12 19:44:29,Rama Judicial  Dirección Seccional de Administración Judicial de Cali,157999000.0
CO1.REQ.10873991,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,11200000.0
CO1.REQ.10863847,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE YOTOCO,200000000.0
CO1.REQ.10900595,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,8000000.0
CO1.REQ.11009635,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10941456,relacionado,2026-09-12 19:44:29,ALCALDÍA MUNICIPIO DE PALMIRA,108300000.0
CO1.REQ.10925614,relacionado,2026-09-12 19:44:29,Departamento Administrativo de Planeación - Alcaldía de Tuluá,20000000.0
CO1.REQ.10964839,relacionado,2026-09-12 19:44:29,EMPRESAS MUNICIPALES DE CALI,1240372309.0
CO1.REQ.10934446,relacionado,2026-09-12 19:44:29,ALCALDIA DE ALCALA,200000000.0
CO1.REQ.10890980,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,4886000.0
CO1.REQ.10930186,relacionado,2026-09-12 19:44:29,ALCALDÍA MUNICIPAL DE ROLDANILLO,50000000.0
CO1.REQ.10981159,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,150998538.0
CO1.REQ.11012326,relacionado,2026-09-12 19:44:29,CONCEJO MUNICIPAL DE GUADALAJARA DE BUGA,3800000.0
CO1.REQ.10959841,relacionado,2026-09-12 19:44:29,HOSPITAL KENNEDY ESE,4021739.0
CO1.REQ.10866737,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,62960000.0
CO1.REQ.10977356,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10874561,relacionado,2026-09-12 19:44:29,MUNICIPIO DE CALIMA EL DARIEN VALLE,287763720.0
CO1.REQ.10891147,relacionado,2026-09-12 19:44:29,MUNICIPIO DE SEVILLA,43694350.0
CO1.REQ.10875119,relacionado,2026-09-12 19:44:29,MUNICIPIO DE CALIMA EL DARIEN VALLE,698878070.0
CO1.REQ.10985400,relacionado,2026-09-12 19:44:29,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ,40000000.0
CO1.REQ.10873703,relacionado,2026-09-12 19:44:29,MUNICIPIO DE TORO,30000000.0
CO1.REQ.10968505,relacionado,2026-09-12 19:44:29,INSTITUCION EDUCATIVA CARLOS HOLGUIN LLOREDA,15000000.0
CO1.REQ.11009156,relacionado,2026-09-12 19:44:29,UNIAJC,241278400.0
CO1.REQ.10928720,relacionado,2026-09-12 19:44:29,MUNICIPIO DE CARTAGO,39984000.0
CO1.REQ.10910499,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,10000000.0
CO1.REQ.10874913,relacionado,2026-09-12 19:44:29,MUNICIPIO DE CALIMA EL DARIEN VALLE,597455638.0
CO1.REQ.10863976,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE YOTOCO,200000000.0
CO1.REQ.10903026,relacionado,2026-09-12 19:44:29,INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE YUMBO,36515185.0
CO1.REQ.10858825,relacionado,2026-09-12 19:44:29,Institución Universitaria de Roldanillo,4601691934.0
CO1.REQ.10864758,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE YOTOCO,70000000.0
CO1.REQ.10925269,relacionado,2026-09-12 19:44:29,Departamento Administrativo de Planeación - Alcaldía de Tuluá,20000000.0
CO1.REQ.10976699,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10943324,relacionado,2026-09-12 19:44:29,HUV - HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA E.S.E.,10715950.0
CO1.REQ.10961222,relacionado,2026-09-12 19:44:29,HUV - HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA E.S.E.,3000000000.0
CO1.REQ.11012549,relacionado,2026-09-12 19:44:29,CONCEJO MUNICIPAL DE GUADALAJARA DE BUGA,3600000.0
CO1.REQ.10873733,relacionado,2026-09-12 19:44:29,MUNICIPIO DE TORO,10000000.0
CO1.REQ.10981729,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,52355736.0
CO1.REQ.10866695,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,8700000.0
CO1.REQ.10930937,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,15000000.0
CO1.REQ.10976935,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10863349,relacionado,2026-09-12 19:44:29,ALCALDIA DE ALCALA,150000000.0
CO1.REQ.11021245,relacionado,2026-09-12 19:44:29,ALCALDÍA MUNICIPAL DE ROLDANILLO,12500000.0
CO1.REQ.10863307,relacionado,2026-09-12 19:44:29,ALCALDIA DE ALCALA,100000000.0
CO1.REQ.10949081,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE SAN PEDRO VALLE DEL CAUCA,35000000.0
CO1.REQ.10940543,relacionado,2026-09-12 19:44:29,"Secretaría de Gobierno, Convivencia y Seguridad - Alcaldía de Tuluá",80000000.0
CO1.REQ.10986224,relacionado,2026-09-12 19:44:29,ALCALDIA DE ALCALA,20000000.0
CO1.REQ.10863314,relacionado,2026-09-12 19:44:29,ALCALDIA DE ALCALA,20000000.0
CO1.REQ.10976959,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10954452,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,10000000.0
CO1.REQ.10866085,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,214826488.0
CO1.REQ.10866901,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE ANDALUCIA VALLE DEL CAUCA,39990000.0
CO1.REQ.10972332,relacionado,2026-09-12 19:44:29,MUNICIPIO DE CARTAGO,200000000.0
CO1.REQ.10874417,relacionado,2026-09-12 19:44:29,MUNICIPIO DE CALIMA EL DARIEN VALLE,32205602.0
CO1.REQ.11013113,relacionado,2026-09-12 19:44:29,INSTITUTO MUNICIPAL DE EDUCACION PARA EL TRABAJO Y DESARROLLO HUMANO DE YUMBO -IMETY-,26816000.0
CO1.REQ.10925762,relacionado,2026-09-12 19:44:29,Departamento Administrativo de Planeación - Alcaldía de Tuluá,20000000.0
CO1.REQ.10866685,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,8700000.0
CO1.REQ.10865319,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE YOTOCO,100000000.0
CO1.REQ.10881608,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,7800000.0
CO1.REQ.10866748,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE ANDALUCIA VALLE DEL CAUCA,55000000.0
CO1.REQ.10963368,relacionado,2026-09-12 19:44:29,HUV - HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA E.S.E.,3200000000.0
CO1.REQ.10920754,relacionado,2026-09-12 19:44:29,MUNICIPIO DE CARTAGO,45000000.0
CO1.REQ.10994886,relacionado,2026-09-12 19:44:29,UNIVERSIDAD DEL VALLE,6346454.0
CO1.REQ.10866735,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,346749750.0
CO1.REQ.10866608,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,214826488.0
CO1.REQ.10977122,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10977340,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10977236,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10983655,relacionado,2026-09-12 19:44:29,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA,11126500.0
CO1.REQ.10894177,relacionado,2026-09-12 19:44:29,MUNICIPIO DE TORO,2260000.0
CO1.REQ.10979792,relacionado,2026-09-12 19:44:29,Institución Universitaria de Roldanillo,257699201.0
CO1.REQ.10935946,relacionado,2026-09-12 19:44:29,UNIAJC,6976838150.0
CO1.REQ.10874929,relacionado,2026-09-12 19:44:29,MUNICIPIO DE CALIMA EL DARIEN VALLE,39048300.0
CO1.REQ.10874762,relacionado,2026-09-12 19:44:29,MUNICIPIO DE CALIMA EL DARIEN VALLE,1079151183.0
CO1.REQ.10866751,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BUGALAGRANDE,49630000.0
CO1.REQ.10963226,relacionado,2026-09-12 19:44:29,HUV - HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA E.S.E.,4000000000.0
CO1.REQ.10912603,relacionado,2026-09-12 19:44:29,INSTITUCION EDUCATIVA BARTOLOME LOBOGUERRERO,18323568.0
CO1.REQ.10890881,relacionado,2026-09-12 19:44:29,MUNICIPIO DE SEVILLA,59740000.0
CO1.REQ.10976691,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10909611,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,3300000.0
CO1.REQ.10916490,relacionado,2026-09-12 19:44:29,INSTITUCION EDUCATIVA GENERAL SANTANDER .L,10010000.0
CO1.REQ.10876251,relacionado,2026-09-12 19:44:29,MUNICIPIO DE TORO,30000000.0
CO1.REQ.10880436,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,10200000.0
CO1.REQ.10932474,relacionado,2026-09-12 19:44:29,INSTITUCIÓN EDUCATIVA JULIA RESTREPO,18000000.0
CO1.REQ.10977289,relacionado,2026-09-12 19:44:29,MUNICIPIO DE ZARZAL,4500000.0
CO1.REQ.10889737,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,25904313.0
CO1.REQ.10925081,relacionado,2026-09-12 19:44:29,Departamento Administrativo de Planeación - Alcaldía de Tuluá,20000000.0
CO1.REQ.10866904,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE ANDALUCIA VALLE DEL CAUCA,286159346.0
CO1.REQ.10976125,relacionado,2026-09-12 19:44:29,HUV - HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA E.S.E.,192500350.0
CO1.REQ.10891354,relacionado,2026-09-12 19:44:29,MUNICIPIO DE SEVILLA,300247974.0
CO1.REQ.10888304,relacionado,2026-09-12 19:44:29,ALCALDÍA MUNICIPAL DE ROLDANILLO,200000000.0
CO1.REQ.10885263,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,25000000.0
CO1.REQ.11013125,relacionado,2026-09-12 19:44:29,REGION DE PLANEACION Y GESTION DEL CENTRO DEL VALLE- RPG CENVALLE,25000000.0
CO1.REQ.10921169,relacionado,2026-09-12 19:44:29,EMPRESA DE SERVICIOS VARIOS LA VICTORIA ESP S.A.,17650000.0
CO1.REQ.10982096,relacionado,2026-09-12 19:44:29,HIDC,25311496.0
CO1.REQ.10884642,relacionado,2026-09-12 19:44:29,AGUAS DE MANIZALES,59746069.0
CO1.REQ.11003507,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.11013693,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,7200000.0
CO1.REQ.11014549,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,8400000.0
CO1.REQ.10873015,relacionado,2026-09-12 19:44:29,ALCALDIA DE CIUDAD BOLIVAR,7000000.0
CO1.REQ.10930167,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10918948,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,250000000.0
CO1.REQ.10986074,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10920234,relacionado,2026-09-12 19:44:29,MUNICIPIO DE QUIMBAYA,78540000.0
CO1.REQ.10890313,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PACORA,200000000.0
CO1.REQ.10964035,relacionado,2026-09-12 19:44:29,ALCALDÍA DEL MUNICIPIO DE SANTUARIO RISARALDA,10800000.0
CO1.REQ.10989577,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,4600000.0
CO1.REQ.10877598,relacionado,2026-09-12 19:44:29,MUNICIPIO DE VITERBO,5000000.0
CO1.REQ.10987148,relacionado,2026-09-12 19:44:29,MUNICIPIO DE VITERBO,7500000.0
CO1.REQ.10883489,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10863347,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,4600000.0
CO1.REQ.10879511,relacionado,2026-09-12 19:44:29,empresa social del estado ese hospital santa monica,13410110.0
CO1.REQ.10986882,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10852083,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,1000000000.0
CO1.REQ.10973982,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,5000000000.0
CO1.REQ.10865900,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,500000000.0
CO1.REQ.10990751,relacionado,2026-09-12 19:44:29,ALCALDIA DE FILANDIA,9900000.0
CO1.REQ.10901150,relacionado,2026-09-12 19:44:29,ASOCIACION COLOMBIANA DE CIUDADES INTERMEDIAS,150000000.0
CO1.REQ.10936415,relacionado,2026-09-12 19:44:29,MUNICIPIO DE QUIMBAYA,330330000.0
CO1.REQ.10933518,relacionado,2026-09-12 19:44:29,INSTITUTO DE FINANCIAMIENTO PROMOCIÓN Y DESARROLLO DE MANIZALES - INFI-MANIZALES,304402000.0
CO1.REQ.10863604,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,4600000.0
CO1.REQ.10960470,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL CARAMANTA,100000000.0
CO1.REQ.10887681,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10927325,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,8730000.0
CO1.REQ.10986462,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10867482,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE JARDÍN,49000000.0
CO1.REQ.10975136,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,70000000.0
CO1.REQ.10995048,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10998767,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,0.0
CO1.REQ.11006618,relacionado,2026-09-12 19:44:29,EMPRESA DE VIVIENDA DE ANTIOQUIA-VIVA,104003440.0
CO1.REQ.11011869,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PIENDAMO,5400000.0
CO1.REQ.10870649,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,9800000.0
CO1.REQ.10979689,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,70000000.0
CO1.REQ.10985969,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,70000000.0
CO1.REQ.10884116,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10985352,relacionado,2026-09-12 19:44:29,EMPRESA DE OBRAS SANITARIAS DE CALDAS S.A E.S.P.,18165194.0
CO1.REQ.10863442,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,4600000.0
CO1.REQ.11001311,relacionado,2026-09-12 19:44:29,CORPORACION AUTONOMA REGIONAL DE RISARALDA,100000000.0
CO1.REQ.10904252,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,9800000.0
CO1.REQ.10884024,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10995196,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.11023431,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.11021750,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,6600000.0
CO1.REQ.10911758,relacionado,2026-09-12 19:44:29,Rama Judicial  Dirección Seccional de Administración Judicial de Montería,67500000.0
CO1.REQ.11015638,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,7200000.0
CO1.REQ.10892916,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,0.0
CO1.REQ.11013527,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,15000000.0
CO1.REQ.10875154,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,9800000.0
CO1.REQ.11000080,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10979364,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,70000000.0
CO1.REQ.10868383,relacionado,2026-09-12 19:44:29,AGUAS DE MANIZALES,6378400.0
CO1.REQ.10873808,relacionado,2026-09-12 19:44:29,ALCALDIA DE ISTMINA,100000000.0
CO1.REQ.10961813,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,6600000.0
CO1.REQ.10938413,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,6000000.0
CO1.REQ.11015175,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,15000000.0
CO1.REQ.10986787,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,13800000.0
CO1.REQ.10883906,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,8000000.0
CO1.REQ.10884029,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10989999,relacionado,2026-09-12 19:44:29,ALCALDIA DE FILANDIA,20000000.0
CO1.REQ.10863433,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,5000000.0
CO1.REQ.10963426,relacionado,2026-09-12 19:44:29,ALCALDÍA DEL MUNICIPIO DE SANTUARIO RISARALDA,10800000.0
CO1.REQ.10969610,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL LA VIRGINIA RISARALDA,150000000.0
CO1.REQ.10863246,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,4600000.0
CO1.REQ.11002580,relacionado,2026-09-12 19:44:29,MUNICIPIO DE SANTA ROSA DE CABAL,365000000.0
CO1.REQ.10898215,relacionado,2026-09-12 19:44:29,MUNICIPIO DE RISARALDA,40000000.0
CO1.REQ.10852992,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,360000000.0
CO1.REQ.10953606,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE DOSQUEBRADAS,4680000.0
CO1.REQ.10921018,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,863000000.0
CO1.REQ.10934837,relacionado,2026-09-12 19:44:29,Alcaldía De Villamaria,4000000.0
CO1.REQ.11020820,relacionado,2026-09-12 19:44:29,BANCO DE LA REPUBLICA,19875000.0
CO1.REQ.11013802,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10891556,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,2000000000.0
CO1.REQ.10955634,relacionado,2026-09-12 19:44:29,UNIVERSIDAD TECNOLÓGICA DE PEREIRA,1470000.0
CO1.REQ.10871415,relacionado,2026-09-12 19:44:29,Alcaldía De Villamaria,20000000.0
CO1.REQ.10968543,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,6600000.0
CO1.REQ.10848294,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE RIOSUCIO CALDAS,50000000.0
CO1.REQ.10999294,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,0.0
CO1.REQ.10985768,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10961977,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,70000000.0
CO1.REQ.10995822,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10943437,relacionado,2026-09-12 19:44:29,MUNICIPIO DE SANTA ROSA DE CABAL,25000000.0
CO1.REQ.10912458,relacionado,2026-09-12 19:44:29,INSTITUCION EDUCATIVA PADUA,3784652.0
CO1.REQ.11022787,relacionado,2026-09-12 19:44:29,ALCALDÍA MUNICIPIO DE CÓRDOBA - QUINDIO,50000000.0
CO1.REQ.10883891,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,8730000.0
CO1.REQ.10891700,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10992305,relacionado,2026-09-12 19:44:29,UNIVERSIDAD TECNOLÓGICA DE PEREIRA,7612000.0
CO1.REQ.10995095,relacionado,2026-09-12 19:44:29,FIDUCIARIA LA PREVISORA S.A.- FIDUPREVISORA S.A.,9243594010.0
CO1.REQ.10944532,relacionado,2026-09-12 19:44:29,DIRECCIÓN TERRITORIAL DE SALUD DE CALDAS,0.0
CO1.REQ.10934502,relacionado,2026-09-12 19:44:29,MUNICIPIO DE SANTA ROSA DE CABAL,16800000.0
CO1.REQ.10981577,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE RIOSUCIO CALDAS,38079600.0
CO1.REQ.10855877,relacionado,2026-09-12 19:44:29,ALCALDIA DE CIUDAD BOLIVAR,30000000.0
CO1.REQ.11006126,relacionado,2026-09-12 19:44:29,EMPRESA DE VIVIENDA DE ANTIOQUIA-VIVA,40352732.0
CO1.REQ.11020197,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10960431,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL CARAMANTA,10000000.0
CO1.REQ.10897528,relacionado,2026-09-12 19:44:29,Alcaldía De Villamaria,6000000.0
CO1.REQ.10868401,relacionado,2026-09-12 19:44:29,AGUAS DE MANIZALES,13430340.0
CO1.REQ.10908137,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE QUIBDO,499999946.0
CO1.REQ.10863146,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,4600000.0
CO1.REQ.11014433,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,14700000.0
CO1.REQ.10929528,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,6000000.0
CO1.REQ.11005834,relacionado,2026-09-12 19:44:29,EMPRESA DE VIVIENDA DE ANTIOQUIA-VIVA,36129077.0
CO1.REQ.10911949,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE BETANIA,50000000.0
CO1.REQ.10985308,relacionado,2026-09-12 19:44:29,EMPRESA DE OBRAS SANITARIAS DE CALDAS S.A E.S.P.,130286239.0
