identificador,aviso,fecha_envio,entidad,valor
CO1.REQ.10912721,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,2000000000.0
CO1.REQ.10944017,relacionado,2026-09-12 19:44:29,UNIVERSIDAD TECNOLÓGICA DE PEREIRA,6000000.0
CO1.REQ.10918296,relacionado,2026-09-12 19:44:29,MUNICIPIO DE VITERBO,20000000.0
CO1.REQ.10873545,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE RIOSUCIO CALDAS,50000000.0
CO1.REQ.11005199,relacionado,2026-09-12 19:44:29,ALCALDÍA DEL MUNICIPIO DE SANTUARIO RISARALDA,148500000.0
CO1.REQ.10995078,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,15000000.0
CO1.REQ.10940575,relacionado,2026-09-12 19:44:29,SERVICIO GEOLOGICO COLOMBIANO**,60685350.0
CO1.REQ.10931022,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,5277000.0
CO1.REQ.10882951,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE DOSQUEBRADAS,1000000000.0
CO1.REQ.10989375,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE BETANIA,20000000.0
CO1.REQ.10885739,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.11006825,relacionado,2026-09-12 19:44:29,UNIVERSIDAD DE CALDAS.,650000000.0
CO1.REQ.10982347,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE RIOSUCIO CALDAS,180063000.0
CO1.REQ.10894058,relacionado,2026-09-12 19:44:29,MUNICIPIO DE RISARALDA,23432000.0
CO1.REQ.10925010,relacionado,2026-09-12 19:44:29,INSTITUCION EDUCATIVA ALFONSO JARAMILLO GUTIERREZ,15999686.0
CO1.REQ.10997058,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10996049,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,11400000.0
CO1.REQ.10891033,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,250000000.0
CO1.REQ.10981713,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE RIOSUCIO CALDAS,291744710.0
CO1.REQ.10941967,relacionado,2026-09-12 19:44:29,MUNICIPIO DE BARBOSA,39999470.0
CO1.REQ.10979322,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE QUIBDO,779973600.0
CO1.REQ.11006157,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,7200000.0
CO1.REQ.10883910,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10914629,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL CARAMANTA,10000000.0
CO1.REQ.10857614,relacionado,2026-09-12 19:44:29,Alcaldía De Villamaria,100000000.0
CO1.REQ.10857032,relacionado,2026-09-12 19:44:29,Alcaldía De Villamaria,20000000.0
CO1.REQ.10900139,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL LA VIRGINIA RISARALDA,200000000.0
CO1.REQ.10946521,relacionado,2026-09-12 19:44:29,BANCO DE LA REPUBLICA,510000.0
CO1.REQ.10947141,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PEREIRA- OFICIAL,100000000.0
CO1.REQ.10900631,relacionado,2026-09-12 19:44:29,ASOCIACION COLOMBIANA DE CIUDADES INTERMEDIAS,150000000.0
CO1.REQ.10997500,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,6000000.0
CO1.REQ.10836557,relacionado,2026-09-12 19:44:29,MUNICIPIO DE PALESTINA CALDAS,9734096.0
CO1.REQ.10887774,relacionado,2026-09-12 19:44:29,MUNICIPIO DE VITERBO,10000000.0
CO1.REQ.10900756,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,1000000000.0
CO1.REQ.11011096,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPIO DE DOSQUEBRADAS,119890000.0
CO1.REQ.10941946,relacionado,2026-09-12 19:44:29,ESE HOSPITAL MENTAL UNIVERSITARIO DE RISARALDA,30138710.0
CO1.REQ.10887425,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10889923,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,2000000000.0
CO1.REQ.10920363,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,1000000000.0
CO1.REQ.10965200,relacionado,2026-09-12 19:44:29,ALCALDÍA MUNICIPIO DE BALBOA RISARALDA,340218000.0
CO1.REQ.10863140,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,4600000.0
CO1.REQ.10886967,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10918732,relacionado,2026-09-12 19:44:29,ALCALDIA MUNICIPAL CARAMANTA,100000000.0
CO1.REQ.11012452,relacionado,2026-09-12 19:44:29,ALCALDIA DE ISTMINA,150000000.0
CO1.REQ.10863529,relacionado,2026-09-12 19:44:29,Municipio de Montenegro--,800000000.0
CO1.REQ.10883397,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,10000000.0
CO1.REQ.10897387,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO TERRITORIAL URBANO Y RURAL DE RISARALDA - EDUR,0.0
CO1.REQ.10935595,relacionado,2026-09-12 19:44:29,EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP,6000000.0
CO1.REQ.10967170,relacionado,2026-09-12 19:44:29,MUNICIPIO DE MANIZALES,70000000.0
CO1.REQ.10883885,relacionado,2026-09-12 19:44:29,GOBERNACIÓN DE RISARALDA**,6198000.0
CO1.REQ.10944902,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,2136366724.0
CO1.REQ.10869237,relacionado,2026-09-12 19:44:29,DICITEC SEM SAS (Perfil Entidad),20021800.0
CO1.REQ.10913699,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,0.0
CO1.REQ.10935975,relacionado,2026-09-12 19:44:29,MINISTERIO DE EDUCACION NACIONAL (MEN),17927978.0
CO1.REQ.10935923,relacionado,2026-09-12 19:44:29,MINISTERIO DE EDUCACION NACIONAL (MEN),17927978.0
CO1.REQ.10915164,relacionado,2026-09-12 19:44:29,MINISTERIO DE EDUCACION NACIONAL (MEN),17927978.0
CO1.REQ.10933891,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,1170000000.0
CO1.REQ.10923976,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,102000000.0
CO1.REQ.10937699,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,1895000000.0
CO1.REQ.10936077,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,1170000000.0
CO1.REQ.10936289,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,1170000000.0
CO1.REQ.10931635,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,1450000000.0
CO1.REQ.10938296,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,725000000.0
CO1.REQ.10936193,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,1895000000.0
CO1.REQ.10936048,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,1895000000.0
CO1.REQ.10925807,relacionado,2026-09-12 19:44:29,FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES - FNGRD,178968449.0
CO1.REQ.10918866,relacionado,2026-09-12 19:44:29,HOSPITAL DEPARTAMENTAL SAN ANTONIO DE ROLDANILLO,299740865.0
26-4-14780334-13705332,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - CAMARA DE COMERCIO DE TULUA,11979064.0
26-12-14782502-13707617,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE ARGELIA,4200000.0
26-12-14776590-13701647,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE BOLÍVAR,30000000.0
26-12-14790412-13715493,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,2500000.0
26-12-14790395-13715255,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,2500000.0
26-12-14792398-13717320,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,80000000.0
26-12-14775950-13701078,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE BOLÍVAR,37210000.0
26-4-14777619-13702562,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - CÁMARA DE COMERCIO DE PALMIRA,7000000.0
26-12-14784045-13709328,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,720000000.0
26-12-14790039-13714886,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL ÁGUILA,445285043.0
26-12-14790004-13714840,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL ÁGUILA,16400000.0
26-12-14794365-13719558,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,40000000.0
26-4-14781615-13706736,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - CAMARA DE COMERCIO DE TULUA,500000.0
26-12-14788144-13714606,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,30000000.0
26-12-14796398-13721053,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,2500000.0
26-12-14795007-13720387,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,2500000.0
26-12-14777050-13701992,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE RIOFRÍO,75000000.0
26-12-14784138-13709410,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,2500000.0
26-4-14790011-13714843,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - CAMARA DE COMERCIO DE TULUA,310000.0
26-12-14796410-13721266,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,2500000.0
26-12-14791335-13716170,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,30000000.0
26-12-14796016-13720885,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,380000000.0
26-4-14783760-13708926,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - CAMARA DE COMERCIO DE TULUA,2023000.0
26-12-14788259-13713193,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE ARGELIA,10400000.0
26-12-14789962-13714810,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL ÁGUILA,16400000.0
26-4-14790023-13714858,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - CAMARA DE COMERCIO DE TULUA,500000.0
26-12-14777015-13701958,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE RIOFRÍO,75000000.0
26-12-14783758-13709054,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,26000000.0
26-12-14788453-13713373,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE ARGELIA,60000000.0
26-12-14773349-13700085,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL CAIRO,108306058.0
26-4-14782327-13707428,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - CAMARA DE COMERCIO DE TULUA,270000.0
26-12-14794735,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ASEO ALCALA S.A. ESP,28000000.0
26-12-14789986-13714828,relacionado,2026-09-12 19:44:29,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL ÁGUILA,16400000.0
26-4-14779864-13704849,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,2085000.0
26-12-14780605-13705671,relacionado,2026-09-12 19:44:29,TOLIMA - ALCALDÍA MUNICIPIO DE ROVIRA,250000000.0
26-4-14793234-13718146,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,10864700.0
26-12-14797494-13721908,relacionado,2026-09-12 19:44:29,RISARALDA - ALCALDÍA MUNICIPIO DE MISTRATÓ,193765800.0
26-12-14790974-13715810,relacionado,2026-09-12 19:44:29,CALDAS - ALCALDÍA MUNICIPIO DE ARANZAZU,53000000.0
26-12-14797990-13722515,relacionado,2026-09-12 19:44:29,RISARALDA - ALCALDÍA MUNICIPIO DE QUINCHIA,50000000.0
26-4-14797927-13722414,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,285600.0
26-4-14792988-13717870,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,180000.0
26-4-14783401-13708494,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,6880000.0
26-4-14779877-13704863,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,3440000.0
26-4-14782788-13707876,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,618800.0
26-4-14793273-13718354,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,7600000.0
26-4-14795098-13719811,relacionado,2026-09-12 19:44:29,RISARALDA - INSTITUCIÓN EDUCATIVA SANTA ANA - GUATICA,6000000.0
26-12-14778189-13703037,relacionado,2026-09-12 19:44:29,RISARALDA - ALCALDÍA MUNICIPIO DE PUEBLO RICO,400000000.0
26-12-14789260-13714149,relacionado,2026-09-12 19:44:29,RISARALDA - ALCALDÍA MUNICIPIO DE MISTRATÓ,345274867.0
26-4-14793018-13717911,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,43375500.0
26-4-14789282-13714167,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,1805000.0
26-12-14791852-13716919,relacionado,2026-09-12 19:44:29,ESCUELA NACIONAL DEL DEPORTE,35703150.0
26-4-14783355-13708446,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,9500000.0
26-4-14794326-13719082,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,240000.0
26-12-14781806,relacionado,2026-09-12 19:44:29,CHOCÓ - ALCALDÍA MUNICIPIO DE RIO QUITO,113958000.0
26-4-14792280-13718854,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,3500000.0
26-4-14789187-13714064,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,450000.0
26-4-14779897-13704873,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,8300000.0
26-4-14777416-13702349,relacionado,2026-09-12 19:44:29,CALDAS - CÁMARA DE COMERCIO DE MANIZALES POR CALDAS,2224000.0
26-4-14781241-13706343,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,85905000.0
26-4-14786771-13711969,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,55186250.0
26-4-14779641-13704638,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,23800000.0
26-12-14782579-13707675,relacionado,2026-09-12 19:44:29,CHOCÓ - ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL PALMAR,25000000.0
26-4-14780236-13705224,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,163506000.0
26-4-14779291-13704327,relacionado,2026-09-12 19:44:29,CALDAS - CÁMARA DE COMERCIO DE MANIZALES POR CALDAS,2975000.0
26-12-14795929-13720594,relacionado,2026-09-12 19:44:29,TOLIMA - ALCALDÍA MUNICIPIO DE ROVIRA,418528491.0
26-12-14782442-13707539,relacionado,2026-09-12 19:44:29,CHOCÓ - ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL PALMAR,74998035.0
26-12-14786231-13711555,relacionado,2026-09-12 19:44:29,ESCUELA NACIONAL DEL DEPORTE,3570000.0
26-12-14784810-13710066,relacionado,2026-09-12 19:44:29,RISARALDA - ALCALDÍA MUNICIPIO DE PUEBLO RICO,40000000.0
26-4-14795213-13719907,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,1600000.0
26-4-14794065-13718805,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,13923000.0
26-4-14788319-13713235,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,1194000.0
26-4-14783988-13709203,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,493500.0
26-4-14781286-13706375,relacionado,2026-09-12 19:44:29,TOLIMA - CÁMARA DE COMERCIO DE HONDA,1368000.0
26-12-14786197-13711548,relacionado,2026-09-12 19:44:29,CAUCA - FONDO DE VIVIENDA MUNICIPAL Y REFORMA URBANA DEL MUNICIPIO DE PUERTO TEJADA,550000000.0
26-12-14785837-13711183,relacionado,2026-09-12 19:44:29,CAUCA - FONDO DE VIVIENDA MUNICIPAL Y REFORMA URBANA DEL MUNICIPIO DE PUERTO TEJADA,15000000.0
26-4-14789318-13714198,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,180000.0
26-12-14793804-13718589,relacionado,2026-09-12 19:44:29,ESCUELA NACIONAL DEL DEPORTE,1061129603.0
26-12-14796847-13721807,relacionado,2026-09-12 19:44:29,CALDAS - ALCALDÍA MUNICIPIO DE MARULANDA,132052041.0
26-4-14794675-13719402,relacionado,2026-09-12 19:44:29,RISARALDA - CÁMARA DE COMERCIO DE PEREIRA,6000000.0
26-12-14778154-13703111,relacionado,2026-09-12 19:44:29,RISARALDA - ALCALDÍA MUNICIPIO DE PUEBLO RICO,460953226.0
26-12-14779896-13704916,relacionado,2026-09-12 19:44:29,RISARALDA - ALCALDÍA MUNICIPIO DE PUEBLO RICO,7000000.0
CO1.PCCNTR.9793244,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DISTRITAL DE SALUD DE CALI,70127400.0
CO1.PCCNTR.9918719,revision,2026-09-12 19:44:29,GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE DESARROLLO SOCIAL Y PARTICIPACION,144000000.0
CO1.PCCNTR.9810588,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DISTRITAL DE SALUD DE CALI,525000000.0
CO1.PCCNTR.9864836,revision,2026-09-12 19:44:29,DEPARTAMENTO DEL VALLE DEL CAUCA-SECRETARIA DE GESTION DEL RIESGO DE DESASTRES,350000000.0
CO1.PCCNTR.9859171,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,11841000.0
CO1.PCCNTR.9890742,revision,2026-09-12 19:44:29,SECRETARIA DE PAZ TERRITORIAL Y RECONCILIACIÓN,497600200.0
CO1.PCCNTR.9854093,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,21108000.0
CO1.PCCNTR.9857115,revision,2026-09-12 19:44:29,PERSONERIA MUNICIPAL DE BUGA,6000000.0
CO1.PCCNTR.9845432,revision,2026-09-12 19:44:29,MUNICIPIO DE EL DOVIO,30000000.0
CO1.PCCNTR.9893854,revision,2026-09-12 19:44:29,INSTITUTO MUNICIPAL PARA EL DESARROLLO SOCIAL Y ECONÓMICO DE PALMIRA,16134526.0
CO1.PCCNTR.9893200,revision,2026-09-12 19:44:29,MUNICIPIO DE PRADERA,70000000.0
CO1.PCCNTR.9863166,revision,2026-09-12 19:44:29,MUNICIPIO DE SEVILLA,48500000.0
CO1.PCCNTR.9855817,revision,2026-09-12 19:44:29,CVC,1422879908.0
CO1.PCCNTR.9849866,revision,2026-09-12 19:44:29,MUNICIPIO DE YUMBO VALLE,8800000.0
CO1.PCCNTR.9829019,revision,2026-09-12 19:44:29,CVC,382997626.0
CO1.PCCNTR.9805560,revision,2026-09-12 19:44:29,MUNICIPIO DE EL CERRITO.,248508236.0
CO1.PCCNTR.9901340,revision,2026-09-12 19:44:29,HOSPITAL DEPARTAMENTAL PSIQUIATRICO UNIVERSITARIO DEL VALLE E.S.E,1150889534.0
CO1.PCCNTR.9922926,revision,2026-09-12 19:44:29,MUNICIPIO DE CARTAGO,24990000.0
CO1.PCCNTR.9860893,revision,2026-09-12 19:44:29,VALLECAUCANA DE AGUAS S.A. E.S.P,0.0
CO1.PCCNTR.9903605,revision,2026-09-12 19:44:29,PERSONERIA MUNICIPAL DE BUGA,6000000.0
CO1.PCCNTR.9854726,revision,2026-09-12 19:44:29,UNIAJC,31009938.0
CO1.PCCNTR.9886579,revision,2026-09-12 19:44:29,CVC,34500000.0
CO1.PCCNTR.9855758,revision,2026-09-12 19:44:29,CVC,996015936.0
CO1.PCCNTR.9923386,revision,2026-09-12 19:44:29,Secretaría de Hábitat e Infraestructura - Alcaldía de Tuluá,5199818848.0
CO1.PCCNTR.9909822,revision,2026-09-12 19:44:29,ALCALDIA LA CUMBRE,20000000.0
CO1.PCCNTR.9917272,revision,2026-09-12 19:44:29,CVC,32750000.0
CO1.PCCNTR.9844864,revision,2026-09-12 19:44:29,ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,11139450.0
CO1.PCCNTR.9889801,revision,2026-09-12 19:44:29,ALCALDIA MUNICIPAL DE GINEBRA,13894000.0
CO1.PCCNTR.9881009,revision,2026-09-12 19:44:29,Secretaría de Bienestar Social - Alcaldía de Tuluá,16173000.0
CO1.PCCNTR.9893961,revision,2026-09-12 19:44:29,UNIDAD EJECUTORA DE SANEAMIENTO DEL VALLE DEL CAUCA,1321917014.0
CO1.PCCNTR.9920029,revision,2026-09-12 19:44:29,VALLECAUCANA DE AGUAS S.A. E.S.P,9721200.0
CO1.REQ.11022478,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,1581425810.0
CO1.REQ.10917151,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,11841000.0
CO1.REQ.10955475,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,67886696.0
CO1.REQ.10908188,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,7102000.0
CO1.REQ.10929357,revision,2026-09-12 19:44:29,DEPARTAMENTO DEL VALLE DEL CAUCA-SECRETARIA DE GESTION DEL RIESGO DE DESASTRES,350000000.0
CO1.REQ.10911913,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,7102000.0
CO1.REQ.10949686,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,1749635845.0
CO1.REQ.10895194,revision,2026-09-12 19:44:29,"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",2568577795.0
CO1.REQ.10909324,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,11326000.0
CO1.REQ.10909585,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,11326000.0
CO1.REQ.11013626,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,1749635845.0
CO1.REQ.10911634,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL,0.0
CO1.REQ.10924567,revision,2026-09-12 19:44:29,SECRETARIA DE PAZ TERRITORIAL Y RECONCILIACIÓN,474000000.0
CO1.REQ.10920078,revision,2026-09-12 19:44:29,UAEPA2,8376000.0
CO1.REQ.10999796,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,1473927400.0
CO1.REQ.10904575,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,9610000.0
CO1.REQ.10904820,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,9610000.0
CO1.REQ.11005084,revision,2026-09-12 19:44:29,DEPARTAMENTO DEL VALLE DEL CAUCA-SECRETARIA DE GESTION DEL RIESGO DE DESASTRES,650000000.0
CO1.REQ.10999572,revision,2026-09-12 19:44:29,GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE DESARROLLO SOCIAL Y PARTICIPACION,144000000.0
CO1.REQ.10904522,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,21108000.0
CO1.REQ.10991039,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,1581425810.0
CO1.REQ.10966268,revision,2026-09-12 19:44:29,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,1473927400.0
