"fecha_deteccion","fuente","identificador","fecha_registro","entidad","grupo","nivel_relacion","valor"
2026-08-22 21:40:21,procesos,CO1.REQ.10892966,2026-08-21,SENA - CENTRO LATINOAMERICANO DE ESPECIES MENORES TULUA,Otras entidades del Valle,Contexto,36320810
2026-08-22 21:40:21,procesos,CO1.REQ.10899037,2026-08-21,ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,Otras entidades del Valle,Contexto,25249420
2026-08-22 21:40:21,procesos,CO1.REQ.10889371,2026-08-21,CVC,Otras entidades del Valle,Contexto,42000000
2026-08-22 21:40:21,procesos,CO1.REQ.10898829,2026-08-21,"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACIÓN EXTRAESCOLAR DE PRADERA",Otras entidades del Valle,Contexto,6300000
2026-08-22 21:40:21,procesos,CO1.REQ.10896022,2026-08-21,POLICIA METROPOLITANA SANTIAGO DE CALI,Otras entidades del Valle,Contexto,0
2026-08-22 21:40:21,procesos,CO1.REQ.10897795,2026-08-21,BENEFICENCIA DEL VALLE DEL CAUCA E.I.C.E,Descentralizadas de la Gobernación,Contexto,22000000
2026-08-22 21:40:21,procesos,CO1.REQ.10900578,2026-08-21,"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACIÓN EXTRAESCOLAR DE PRADERA",Otras entidades del Valle,Contexto,5700000
2026-08-22 21:40:21,procesos,CO1.REQ.10888428,2026-08-20,Secretaria Municipal del Deporte y Recreación - Alcaldia de Tuluá,Otras entidades del Valle,Contexto,15880000
2026-08-22 21:40:21,procesos,CO1.REQ.10896748,2026-08-21,MUNICIPIO DE TORO,Otras entidades del Valle,Contexto,15000000
2026-08-22 21:40:21,procesos,CO1.REQ.10892014,2026-08-20,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,16000000
2026-08-22 21:40:21,procesos,CO1.REQ.10892020,2026-08-20,HOSPITAL KENNEDY ESE,Otras entidades del Valle,Contexto,3150000
2026-08-22 21:40:21,procesos,CO1.REQ.10895307,2026-08-21,IPS DEL MUNICIPIO DE CARTAGO E.S.E.,Otras entidades del Valle,Contexto,214400000
2026-08-22 21:40:21,procesos,CO1.REQ.10890187,2026-08-20,Empresa Social del Estado Hospital Ruben Cruz Vélez,Otras entidades del Valle,Contexto,120000000
2026-08-22 21:40:21,procesos,CO1.REQ.10888352,2026-08-20,ALCALDIA MUNICIPIO DE JAMUNDI,Otras entidades del Valle,Contexto,17500000
2026-08-22 21:40:21,procesos,CO1.REQ.10890004,2026-08-20,ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,Otras entidades del Valle,Contexto,10150650
2026-08-22 21:40:21,procesos,CO1.REQ.10898559,2026-08-21,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,10800000
2026-08-22 21:40:21,procesos,CO1.REQ.10886667,2026-08-21,ALCALDIA MUNICIPAL DE YOTOCO,Otras entidades del Valle,Contexto,13288000
2026-08-22 21:40:21,procesos,CO1.REQ.10887304,2026-08-20,ALCALDIA MUNICIPIO DE JAMUNDI,Otras entidades del Valle,Contexto,20000000
2026-08-22 21:40:21,procesos,CO1.REQ.10901458,2026-08-21,ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,Otras entidades del Valle,Contexto,18565750
2026-08-22 21:40:21,procesos,CO1.REQ.10894290,2026-08-21,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,10800000
2026-08-22 21:40:21,procesos,CO1.REQ.10894767,2026-08-21,ALCALDIA MUNICIPAL DE YOTOCO,Otras entidades del Valle,Contexto,13625000
2026-08-22 21:40:21,procesos,CO1.REQ.10888718,2026-08-20,EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA,Otras entidades del Valle,Contexto,29739875
2026-08-22 21:40:21,procesos,CO1.REQ.10899723,2026-08-21,ALCALDIA MUNICIPAL DE RESTREPO VALLE DEL CAUCA,Otras entidades del Valle,Contexto,18500000
2026-08-22 21:40:21,procesos,CO1.REQ.10890084,2026-08-21,ALCALDIA MUNICIPAL DE YOTOCO,Otras entidades del Valle,Contexto,14673580
2026-08-22 21:40:21,procesos,CO1.REQ.10892495,2026-08-20,INSTITUCION EDUCATIVA JOSE FELIX RESTREPO,Otras entidades del Valle,Contexto,6426000
2026-08-22 21:40:21,procesos,CO1.REQ.10894495,2026-08-21,"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACIÓN EXTRAESCOLAR DE PRADERA",Otras entidades del Valle,Contexto,7600000
2026-08-22 21:40:21,procesos,CO1.REQ.10887739,2026-08-20,ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,Otras entidades del Valle,Contexto,13261250
2026-08-22 21:40:21,procesos,CO1.REQ.10900149,2026-08-21,RED DE SALUD DEL SURORIENTE EMPRESA SOCIAL DEL ESTADO,Descentralizadas de Cali,Contexto,43407447
2026-08-22 21:40:21,procesos,CO1.REQ.10889912,2026-08-20,E.S.E HOSPITAL LOCAL SANTA CRUZ,Otras entidades del Valle,Contexto,2500000
2026-08-22 21:40:21,procesos,CO1.REQ.10871614,2026-08-21,ESPY S.A. ESP**,Otras entidades del Valle,Contexto,8000000
2026-08-22 21:40:21,procesos,CO1.REQ.10888023,2026-08-20,HOSPITAL KENNEDY ESE,Otras entidades del Valle,Contexto,9100000
2026-08-22 21:40:21,procesos,CO1.REQ.10897341,2026-08-21,INSTITUTO MUNICIPAL DE CULTURA DE YUMBO,Otras entidades del Valle,Contexto,14196000
2026-08-22 21:40:21,procesos,CO1.REQ.10892064,2026-08-21,ALCALDIA MUNICIPIO DE JAMUNDI,Otras entidades del Valle,Media,10000000
2026-08-22 21:40:21,procesos,CO1.REQ.10896201,2026-08-21,INSTITUCION EDUCATIVA MARIA ANTONIA RUIZ,Otras entidades del Valle,Contexto,5000000
2026-08-22 21:40:21,procesos,CO1.REQ.10889858,2026-08-20,IMVIYUMBO,Otras entidades del Valle,Contexto,16400000
2026-08-22 21:40:21,procesos,CO1.REQ.10901026,2026-08-21,MUNICIPIO DE PRADERA,Otras entidades del Valle,Contexto,20000000
2026-08-22 21:40:21,procesos,CO1.REQ.10901724,2026-08-21,ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,Otras entidades del Valle,Contexto,10609000
2026-08-22 21:40:21,procesos,CO1.REQ.10895285,2026-08-21,MUNICIPIO DE FLORIDA,Otras entidades del Valle,Contexto,15000000
2026-08-22 21:40:21,procesos,CO1.REQ.10892408,2026-08-20,MUNICIPIO DE YUMBO VALLE,Otras entidades del Valle,Contexto,8800000
2026-08-22 21:40:21,procesos,CO1.REQ.10887063,2026-08-20,INSTITUTO MUNICIPAL DE DEPORTE Y  RECREACION DE JAMUNDI IMDERE,Otras entidades del Valle,Contexto,20000000
2026-08-22 21:40:21,procesos,CO1.REQ.10892001,2026-08-20,HOSPITAL KENNEDY ESE,Otras entidades del Valle,Contexto,9100000
2026-08-22 21:40:21,procesos,CO1.REQ.10894164,2026-08-21,UNIVERSIDAD DEL VALLE,Descentralizadas de la Gobernación,Contexto,13503248
2026-08-22 21:40:21,procesos,CO1.REQ.10888845,2026-08-20,MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2,Otras entidades del Valle,Contexto,4560000
2026-08-22 21:40:21,procesos,CO1.REQ.10890677,2026-08-21,CVC,Otras entidades del Valle,Media,34500000
2026-08-22 21:40:21,procesos,CO1.REQ.10896757,2026-08-21,INSTITUTO MUNICIPAL DE CULTURA DE YUMBO,Otras entidades del Valle,Contexto,8800000
2026-08-22 21:40:21,procesos,CO1.REQ.10897733,2026-08-21,"Secretaría de Gobierno, Convivencia y Seguridad - Alcaldía de Tuluá",Otras entidades del Valle,Media,31460800
2026-08-22 21:40:21,procesos,CO1.REQ.10895680,2026-08-21,ALCALDÍA MUNICIPAL DE CANDELARIA VALLE,Otras entidades del Valle,Contexto,16800000
2026-08-22 21:40:21,procesos,CO1.REQ.10887918,2026-08-20,INCIVA,Descentralizadas de la Gobernación,Contexto,3000000
2026-08-22 21:40:21,procesos,CO1.REQ.10896476,2026-08-21,HOSPITAL SAN AGUSTIN DE PUERTO MERIZALDE E.S.E/,Otras entidades del Valle,Contexto,3150000
2026-08-22 21:40:21,procesos,CO1.REQ.10892694,2026-08-20,HOSPITAL LOCAL PEDRO SAENZ DIAZ E.S.E,Otras entidades del Valle,Contexto,12720000
2026-08-22 21:40:21,procesos,CO1.REQ.10894536,2026-08-21,INSTITUCION EDUCATIVA EL AGUILA,Otras entidades del Valle,Contexto,4200000
2026-08-22 21:40:21,procesos,CO1.REQ.10893649,2026-08-21,E.S.E HOSPITAL LOCAL SANTA CRUZ,Otras entidades del Valle,Contexto,2500000
2026-08-22 21:40:21,procesos,CO1.REQ.10870463,2026-08-21,FONDO ESPECIAL DE VIVIENDA DEL MUNICIPIO DE SANTIAGO DE CALI,Descentralizadas de Cali,Contexto,6247000
2026-08-22 21:40:21,procesos,CO1.REQ.10890101,2026-08-20,HOSPITAL SAN RAFAEL EL CERRITO,Otras entidades del Valle,Contexto,12400000
2026-08-22 21:40:21,procesos,CO1.REQ.10890452,2026-08-20,INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DEL MUNICPIO DE GUADALAJARA BUGA,Otras entidades del Valle,Contexto,5400000
2026-08-22 21:40:21,procesos,CO1.REQ.10890558,2026-08-20,CONTRALORIA DISTRITAL DE BUENAVENTURA,Otras entidades del Valle,Contexto,13400000
2026-08-22 21:40:21,procesos,CO1.REQ.10896440,2026-08-21,E.S.E HOSPITAL LOCAL SANTA CRUZ,Otras entidades del Valle,Contexto,2500000
2026-08-22 21:40:21,procesos,CO1.REQ.10891823,2026-08-20,HOSPITAL RAUL OREJUELA BUENO,Otras entidades del Valle,Contexto,10750000
2026-08-22 21:40:21,procesos,CO1.REQ.10897139,2026-08-21,MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2,Otras entidades del Valle,Contexto,10500000
2026-08-22 21:40:21,procesos,CO1.REQ.10894962,2026-08-21,INSTITUCION EDUCATIVA ATENEO,Otras entidades del Valle,Contexto,10000000
2026-08-22 21:40:21,procesos,CO1.REQ.10893236,2026-08-21,ASAMBLEA DEPARTAMENTAL DEL VALLE DEL CAUCA,Otras entidades del Valle,Contexto,10000000
2026-08-22 21:40:21,procesos,CO1.REQ.10891117,2026-08-20,MUNICIPIO DE LA UNION,Otras entidades del Valle,Contexto,12124820
2026-08-22 21:40:21,procesos,CO1.REQ.10885403,2026-08-21,ALCALDIA MUNICIPAL DE YOTOCO,Otras entidades del Valle,Contexto,22530000
2026-08-22 21:40:21,procesos,CO1.REQ.10892857,2026-08-20,INSTITUCION EDUCATIVA JOSE FELIX RESTREPO,Otras entidades del Valle,Contexto,3972483
2026-08-22 21:40:21,procesos,CO1.REQ.10901813,2026-08-21,ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,Otras entidades del Valle,Contexto,18565750
2026-08-22 21:40:21,procesos,CO1.REQ.10888655,2026-08-20,E.S.E HOSPITAL LOCAL SANTA CRUZ,Otras entidades del Valle,Contexto,2500000
2026-08-22 21:40:21,procesos,CO1.REQ.10892886,2026-08-21,SENA - CENTRO LATINOAMERICANO DE ESPECIES MENORES TULUA,Otras entidades del Valle,Contexto,36320810
2026-08-22 21:40:21,procesos,CO1.REQ.10899600,2026-08-21,INSTITUTO MUNICIPAL PARA EL DESARROLLO SOCIAL Y ECONÓMICO DE PALMIRA,Otras entidades del Valle,Contexto,9000000
2026-08-22 21:40:21,procesos,CO1.REQ.10895389,2026-08-21,MUNICIPIO DE FLORIDA,Otras entidades del Valle,Contexto,8000000
2026-08-22 21:40:21,procesos,CO1.REQ.10891444,2026-08-20,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,16000000
2026-08-22 21:40:21,procesos,CO1.REQ.10887997,2026-08-20,EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA,Otras entidades del Valle,Contexto,13950420
2026-08-22 21:40:21,procesos,CO1.REQ.10888129,2026-08-20,INSTITUCION EDUCATIVA CELMIRA BUENO DE OREJUELA,Otras entidades del Valle,Contexto,11227000
2026-08-22 21:40:21,procesos,CO1.REQ.10894177,2026-08-21,MUNICIPIO DE TORO,Otras entidades del Valle,Alta,2260000
2026-08-22 21:40:21,procesos,CO1.REQ.10888049,2026-08-20,E.S.E HOSPITAL LOCAL SANTA CRUZ,Otras entidades del Valle,Contexto,4500000
2026-08-22 21:40:21,procesos,CO1.REQ.10898449,2026-08-21,CVC,Otras entidades del Valle,Contexto,27600740
2026-08-22 21:40:21,procesos,CO1.REQ.10894837,2026-08-21,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,20000000
2026-08-22 21:40:21,procesos,CO1.REQ.10901317,2026-08-21,Institucion Educativa Tecnica Gabriel Garcia Marquez,Otras entidades del Valle,Contexto,17600000
2026-08-22 21:40:21,procesos,CO1.REQ.10888770,2026-08-20,MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2,Otras entidades del Valle,Contexto,17750000
2026-08-22 21:40:21,procesos,CO1.REQ.10896733,2026-08-21,CVC,Otras entidades del Valle,Contexto,16500000
2026-08-22 21:40:21,procesos,CO1.REQ.10890776,2026-08-20,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,16000000
2026-08-22 21:40:21,procesos,CO1.REQ.10900224,2026-08-21,INSTITUCION EDUCATIVA LAS AMERICAS,Otras entidades del Valle,Contexto,10341960
2026-08-22 21:40:21,procesos,CO1.REQ.10900498,2026-08-21,CVC,Otras entidades del Valle,Contexto,13950000
2026-08-22 21:40:21,procesos,CO1.REQ.10900440,2026-08-21,RED DE SALUD DEL SURORIENTE EMPRESA SOCIAL DEL ESTADO,Descentralizadas de Cali,Contexto,230000000
2026-08-22 21:40:21,procesos,CO1.REQ.10887976,2026-08-20,INCIVA,Descentralizadas de la Gobernación,Contexto,3000000
2026-08-22 21:40:21,procesos,CO1.REQ.10888074,2026-08-20,CVC,Otras entidades del Valle,Contexto,29715000
2026-08-22 21:40:21,procesos,CO1.REQ.10868640,2026-08-21,RED DE SALUD DEL ORIENTE ESE,Descentralizadas de Cali,Contexto,13500000
2026-08-22 21:40:21,procesos,CO1.REQ.10900981,2026-08-21,INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE YUMBO,Otras entidades del Valle,Contexto,8800000
2026-08-22 21:40:21,procesos,CO1.REQ.10901021,2026-08-21,ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,Otras entidades del Valle,Contexto,18565750
2026-08-22 21:40:21,procesos,CO1.REQ.10891876,2026-08-20,MUNICIPIO DE YUMBO VALLE,Otras entidades del Valle,Contexto,12300000
2026-08-22 21:40:21,procesos,CO1.REQ.10899391,2026-08-21,MUNICIPIO DE YUMBO VALLE,Otras entidades del Valle,Contexto,8000000
2026-08-22 21:40:21,procesos,CO1.REQ.10889265,2026-08-20,SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,Otras entidades del Valle,Contexto,13867000
2026-08-22 21:40:21,procesos,CO1.REQ.10898045,2026-08-21,ALCALDIA MUNICIPIO DE JAMUNDI,Otras entidades del Valle,Contexto,32500000
2026-08-22 21:40:21,procesos,CO1.REQ.10896050,2026-08-21,MUNICIPIO DE YUMBO VALLE,Otras entidades del Valle,Contexto,10000000
2026-08-22 21:40:21,procesos,CO1.REQ.10899236,2026-08-21,CONCEJO MUNICIPIO DE TULUA,Otras entidades del Valle,Contexto,10350000
2026-08-22 21:40:21,procesos,CO1.REQ.10887345,2026-08-20,ALCALDIA MUNICIPIO DE JAMUNDI,Otras entidades del Valle,Contexto,17500000
2026-08-22 21:40:21,procesos,CO1.REQ.10888635,2026-08-20,MUNICIPIO DE BUGALAGRANDE,Otras entidades del Valle,Contexto,10988250
2026-08-22 21:40:21,procesos,CO1.REQ.10894016,2026-08-21,EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA,Otras entidades del Valle,Contexto,2240000
2026-08-22 21:40:21,procesos,CO1.REQ.10900544,2026-08-21,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO..,Otras entidades del Valle,Contexto,18720182
2026-08-22 21:40:21,procesos,CO1.REQ.10898508,2026-08-21,MUNICIPIO DE EL CERRITO.,Otras entidades del Valle,Contexto,4400000
2026-08-22 21:40:21,procesos,CO1.REQ.10897650,2026-08-21,FONDO ESPECIAL DE VIVIENDA DEL MUNICIPIO DE SANTIAGO DE CALI,Descentralizadas de Cali,Contexto,4805000
2026-08-22 21:40:21,procesos,CO1.REQ.10901420,2026-08-21,MUNICIPIO DE EL CERRITO.,Otras entidades del Valle,Contexto,6600000
2026-08-22 21:40:21,procesos,CO1.REQ.10890051,2026-08-20,MUNICIPIO DE YUMBO VALLE,Otras entidades del Valle,Contexto,8000000
2026-08-22 21:40:21,procesos,CO1.REQ.10892083,2026-08-20,"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",Descentralizadas de la Gobernación,Contexto,466480000
2026-08-22 21:40:21,procesos,CO1.REQ.10897542,2026-08-21,Empresa Social del Estado Hospital Ruben Cruz Vélez,Otras entidades del Valle,Contexto,18900000
2026-08-22 21:40:21,procesos,CO1.REQ.10895246,2026-08-21,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,2300000
2026-08-22 21:40:21,procesos,CO1.REQ.10893951,2026-08-21,ALCALDIA MUNICIPIO DE JAMUNDI,Otras entidades del Valle,Contexto,20000000
2026-08-22 21:40:21,procesos,CO1.REQ.10891955,2026-08-20,HOSPITAL KENNEDY ESE,Otras entidades del Valle,Contexto,3150000
2026-08-22 21:40:21,procesos,CO1.REQ.10897927,2026-08-21,FONDO ESPECIAL DE VIVIENDA DEL MUNICIPIO DE SANTIAGO DE CALI,Descentralizadas de Cali,Contexto,3551000
2026-08-22 21:40:21,procesos,CO1.REQ.10900857,2026-08-21,E.S.E. HOSPITAL ULPIANO TASCON QUINTERO,Otras entidades del Valle,Contexto,16568370
2026-08-22 21:40:21,procesos,CO1.REQ.10887996,2026-08-20,EDRU EICE,Otras entidades del Valle,Contexto,15818000
2026-08-22 21:40:21,procesos,CO1.REQ.10889082,2026-08-20,E.S.E HOSPITAL LOCAL SANTA CRUZ,Otras entidades del Valle,Contexto,2500000
2026-08-22 21:40:21,procesos,CO1.REQ.10901380,2026-08-21,MUNICIPIO DE EL CERRITO.,Otras entidades del Valle,Contexto,27320000
2026-08-22 21:40:21,procesos,CO1.REQ.10890881,2026-08-20,MUNICIPIO DE SEVILLA,Otras entidades del Valle,Alta,59740000
2026-08-22 21:40:21,procesos,CO1.REQ.10887615,2026-08-20,CVC,Otras entidades del Valle,Contexto,34000000
2026-08-22 21:40:21,procesos,CO1.REQ.10891271,2026-08-20,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,16000000
2026-08-22 21:40:21,procesos,CO1.REQ.10890005,2026-08-20,INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DEL MUNICPIO DE GUADALAJARA BUGA,Otras entidades del Valle,Contexto,5400000
2026-08-22 21:40:21,procesos,CO1.REQ.10889964,2026-08-20,INDUSTRIA DE LICORES DEL VALLE,Descentralizadas de la Gobernación,Contexto,10260000
2026-08-22 21:40:21,procesos,CO1.REQ.10896853,2026-08-21,"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",Descentralizadas de la Gobernación,Contexto,191096000
2026-08-22 21:40:21,procesos,CO1.REQ.10886981,2026-08-20,CVC,Otras entidades del Valle,Contexto,27600740
2026-08-22 21:40:21,procesos,CO1.REQ.10901056,2026-08-21,MUNICIPIO DE PRADERA,Otras entidades del Valle,Contexto,25000000
2026-08-22 21:40:21,procesos,CO1.REQ.10893407,2026-08-21,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,9200000
2026-08-22 21:40:21,procesos,CO1.REQ.10898716,2026-08-21,MUNICIPIO DE LA UNION,Otras entidades del Valle,Contexto,11081192
2026-08-22 21:40:21,procesos,CO1.REQ.10899995,2026-08-21,RED DE SALUD DEL SURORIENTE EMPRESA SOCIAL DEL ESTADO,Descentralizadas de Cali,Contexto,25294290
2026-08-22 21:40:21,procesos,CO1.REQ.10891369,2026-08-20,INSTITUCION EDUCATIVA JOSE HOLGUIN GARCES,Otras entidades del Valle,Contexto,15788000
2026-08-22 21:40:21,procesos,CO1.REQ.10890016,2026-08-20,COMPRADOR - EMPRESA CARTAGUEÑA DE DESARROLLO - EMCADE,Otras entidades del Valle,Contexto,2400000
2026-08-22 21:40:21,procesos,CO1.REQ.10887172,2026-08-20,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL LUZ HAYDEE GUERRERO MOLINA,Otras entidades del Valle,Contexto,15788000
2026-08-22 21:40:21,procesos,CO1.REQ.10890235,2026-08-20,SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,Otras entidades del Valle,Contexto,10876667
2026-08-22 21:40:21,procesos,CO1.REQ.10888731,2026-08-20,CONTRALORIA DISTRITAL DE BUENAVENTURA,Otras entidades del Valle,Contexto,14516668
2026-08-22 21:40:21,procesos,CO1.REQ.10888152,2026-08-20,INSTITUCION EDUCATIVA PRESBITERO HORACIO GOMEZ GALLO,Otras entidades del Valle,Contexto,5000000
2026-08-22 21:40:21,procesos,CO1.REQ.10889958,2026-08-20,Secretaria Municipal del Deporte y Recreación - Alcaldia de Tuluá,Otras entidades del Valle,Contexto,15880000
2026-08-22 21:40:21,procesos,CO1.REQ.10888228,2026-08-20,CVC,Otras entidades del Valle,Contexto,33075000
2026-08-22 21:40:21,procesos,CO1.REQ.10891128,2026-08-20,HOSPITAL KENNEDY ESE,Otras entidades del Valle,Contexto,9100000
2026-08-22 21:40:21,procesos,CO1.REQ.10900128,2026-08-21,Oficina Asesora Jurídica - Alcaldía de Tuluá,Otras entidades del Valle,Contexto,11448000
2026-08-22 21:40:21,procesos,CO1.REQ.10888195,2026-08-20,E.S.E HOSPITAL LOCAL SANTA CRUZ,Otras entidades del Valle,Contexto,2500000
2026-08-22 21:40:21,procesos,CO1.REQ.10897890,2026-08-21,MUNICIPIO DE LA UNION,Otras entidades del Valle,Contexto,12124820
2026-08-22 21:40:21,procesos,CO1.REQ.10890309,2026-08-20,BIBLIOTECA DEPARTAMENTAL JORGE GARCES BORRERO,Descentralizadas de la Gobernación,Contexto,7230000
2026-08-22 21:40:21,procesos,CO1.REQ.10900616,2026-08-21,INSTITUCION EDUCATIVA LAS AMERICAS,Otras entidades del Valle,Contexto,10046000
2026-08-22 21:40:21,procesos,CO1.REQ.10880917,2026-08-21,MUNICIPIO DE ZARZAL,Otras entidades del Valle,Contexto,8000000
2026-08-22 21:40:21,procesos,CO1.REQ.10889346,2026-08-20,MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2,Otras entidades del Valle,Contexto,4560000
2026-08-22 21:40:21,procesos,CO1.REQ.10831734,2026-08-21,ALCALDIA MUNICIPAL DE YOTOCO,Otras entidades del Valle,Contexto,10168000
2026-08-22 21:40:21,procesos,CO1.REQ.10888548,2026-08-20,Departamento Administrativo de Planeación - Alcaldía de Tuluá,Otras entidades del Valle,Contexto,15880000
2026-08-22 21:40:21,procesos,CO1.REQ.10889737,2026-08-20,ALCALDIA MUNICIPAL DE LA VICTORIA VALLE,Otras entidades del Valle,Alta,25904313
2026-08-22 21:40:21,procesos,CO1.REQ.10899027,2026-08-21,MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2,Otras entidades del Valle,Contexto,13515000
2026-08-22 21:40:21,procesos,CO1.REQ.10900451,2026-08-21,INSTITUCION EDUCATIVA LAS AMERICAS,Otras entidades del Valle,Contexto,2856000
2026-08-22 21:40:21,procesos,CO1.REQ.10895722,2026-08-21,MUNICIPIO DE FLORIDA,Otras entidades del Valle,Contexto,8000000
2026-08-22 21:40:21,procesos,CO1.REQ.10893230,2026-08-20,UNIVERSIDAD DEL VALLE,Descentralizadas de la Gobernación,Contexto,8207932
2026-08-22 21:40:21,procesos,CO1.REQ.10899611,2026-08-21,ALCALDIA MUNICIPIO DE JAMUNDI,Otras entidades del Valle,Contexto,17500000
2026-08-22 21:40:21,procesos,CO1.REQ.10896674,2026-08-21,PERSONERIA MUNICIPAL DE TULUA,Otras entidades del Valle,Contexto,9000000
2026-08-22 21:40:21,procesos,CO1.REQ.10899408,2026-08-21,ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,Otras entidades del Valle,Contexto,18565750
2026-08-22 21:40:21,procesos,CO1.REQ.10895640,2026-08-21,"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACIÓN EXTRAESCOLAR DE PRADERA",Otras entidades del Valle,Contexto,6600000
2026-08-22 21:40:21,procesos,CO1.REQ.10891891,2026-08-20,MUNICIPIO DE YUMBO VALLE,Otras entidades del Valle,Contexto,8000000
2026-08-22 21:40:21,procesos,CO1.REQ.10899115,2026-08-21,CENACCALI,Otras entidades del Valle,Contexto,199208307
2026-08-22 21:40:21,procesos,CO1.REQ.10708195,2026-08-21,UNIAJC,Otras entidades del Valle,Contexto,2301976684
2026-08-22 21:40:21,procesos,CO1.REQ.10892834,2026-08-20,INSTITUCION EDUCATIVA JOSE FELIX RESTREPO,Otras entidades del Valle,Contexto,2640000
2026-08-22 21:40:21,procesos,CO1.REQ.10894956,2026-08-21,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,20000000
2026-08-22 21:40:21,procesos,CO1.REQ.10890753,2026-08-20,MUNICIPIO DE YUMBO VALLE,Otras entidades del Valle,Contexto,8000000
2026-08-22 21:40:21,procesos,CO1.REQ.10897874,2026-08-21,FONDO ESPECIAL DE VIVIENDA DEL MUNICIPIO DE SANTIAGO DE CALI,Descentralizadas de Cali,Contexto,4805000
2026-08-22 21:40:21,procesos,CO1.REQ.10901310,2026-08-21,"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACIÓN EXTRAESCOLAR DE PRADERA",Otras entidades del Valle,Contexto,5700000
2026-08-22 21:40:21,procesos,CO1.REQ.10897201,2026-08-21,EMPRESAS MUNICIPALES DE CALI,Descentralizadas de Cali,Contexto,39754325
2026-08-22 21:40:21,procesos,CO1.REQ.10901308,2026-08-21,MUNICIPIO DE EL CERRITO.,Otras entidades del Valle,Contexto,6600000
2026-08-22 21:40:21,procesos,CO1.REQ.10896808,2026-08-21,ALCALDÍA MUNICIPIO DE PALMIRA,Otras entidades del Valle,Contexto,2300000
2026-08-22 21:40:21,procesos,CO1.REQ.10892027,2026-08-21,CVC,Otras entidades del Valle,Media,34725000
2026-08-22 21:40:21,procesos,CO1.REQ.10899965,2026-08-21,CVC,Otras entidades del Valle,Contexto,14058635
2026-08-22 21:40:21,procesos,CO1.REQ.10897236,2026-08-21,INSTITUCION EDUCATIVA LAS AMERICAS,Otras entidades del Valle,Contexto,11500000
2026-08-22 21:40:21,procesos,CO1.REQ.10895901,2026-08-21,E.S.E HOSPITAL LOCAL SANTA CRUZ,Otras entidades del Valle,Contexto,3000000
